Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
1,8,831,8,0,5,0
8,60,831,8,0,5,0
2,20,15,13,0,6,0
4,29,831,10,0,5,0
2,19,2899,15,0,5,1
2,18,15,22,0,7,1
1,6,753,14,0,5,1
2,17,288,18,0,6,0
2,20,2899,11,0,5,0
1,29,288,13,3,5,0
2,58,831,13,1,4,3
1,34,753,4,0,3,0
1,49,2899,6,4,4,0
1,35,753,4,0,3,0
6,58,831,35,1,8,3
3,46,2899,3,0,3,0
1,31,791,10,1,6,0
7,68,1147,13,0,5,1
2,49,791,20,6,7,0
1,26,753,2,0,2,0
1,22,1733,9,0,6,0
2,41,753,2,0,2,0
1,31,753,2,0,2,0
2,32,753,2,0,2,3
4,54,288,28,10,8,2
12,121,831,74,19,8,5
1,26,753,4,0,3,0
4,72,2899,8,1,3,1
7,64,753,10,1,4,0
2,31,15,26,0,8,1
1,34,1733,12,0,6,1
2,46,2053,12,3,6,0
3,102,15,26,3,9,0
1,27,288,10,0,5,0
2,27,753,2,0,2,0
1,21,791,4,0,4,0
1,26,753,4,0,3,0
3,41,753,2,0,2,0
2,23,1733,12,0,6,0
2,27,753,2,0,2,0
1,26,753,4,0,3,0
1,7,753,2,0,2,0
1,37,753,2,0,2,0
26,171,831,59,10,9,10
2,24,1733,13,0,6,0
2,27,753,2,0,2,0
1,26,753,4,0,3,0
5,70,831,30,1,9,3
5,56,831,18,0,8,0
6,78,288,23,2,8,2
16,159,831,39,5,8,5
3,47,1733,3,0,2,0
2,50,2899,8,1,5,0
1,1,15,5,0,4,0
1,19,831,5,0,4,0
1,26,831,5,0,4,0
5,72,288,28,8,9,5
15,150,831,70,11,9,8
1,31,753,4,0,3,0
1,39,2899,4,0,3,2
2,49,2899,5,0,3,2
1,36,2899,4,0,3,0
18,169,791,7,0,5,0
4,73,831,31,5,10,0
8,111,831,67,4,14,7
3,59,831,45,3,8,0
2,29,1733,9,0,6,1
1,28,753,2,0,2,0
1,24,753,2,0,2,0
30,189,831,41,1,8,7
1,34,1733,10,1,6,4
3,53,288,17,0,7,1
2,47,1733,9,0,6,0
1,43,2899,6,4,4,0
1,30,753,7,0,4,0
2,33,1733,12,1,6,0
2,47,1733,9,0,6,3
2,30,1733,9,0,6,1
2,27,831,3,0,2,0
1,26,753,2,0,2,0
2,31,288,17,0,7,1
2,43,288,17,0,7,0
2,36,2053,5,0,3,0
68,536,1147,50,5,11,1
162,1106,2899,405,26,15,13
1,55,15,17,1,6,0
4,61,15,39,3,9,0
1,33,831,10,0,5,0
1,26,831,19,1,6,0
1,26,831,10,0,5,0
2,27,831,27,1,7,0
5,46,831,16,0,7,0
2,27,831,10,0,5,0
1,24,831,21,0,6,0
10,48,831,16,0,7,2
1,27,831,7,0,5,0
5,41,831,21,4,7,0
3,44,831,16,0,7,0
5,41,831,7,0,5,0
1,1,831,4,0,3,0
1,27,831,26,2,8,0
1,9,831,11,0,6,0
3,117,831,32,3,8,0
1,44,288,16,3,7,0
1,60,15,37,1,9,0
7,93,288,40,0,7,0
1,8,831,12,0,5,0
57,299,1147,62,4,9,3
35,268,831,71,4,10,2
4,83,831,28,8,8,1
4,59,288,46,0,9,1
2,41,831,22,0,6,0
2,52,288,28,0,8,0
3,41,288,11,0,6,0
3,63,288,21,0,7,0
3,85,831,40,1,10,11
1,23,791,4,0,3,0
1,76,831,9,0,6,1
1,12,575,3,0,3,0
3,34,575,6,0,3,0
1,50,575,3,0,3,0
1,50,575,3,0,3,0
5,41,831,10,0,5,0
17,104,831,12,0,5,0
11,66,831,6,0,4,0
1,21,831,7,0,5,0
1,1,831,7,0,5,0
1,7,831,6,0,4,0
6,98,831,8,0,5,0
1,12,15,11,0,6,0
1,41,15,13,0,6,0
1,18,831,9,0,5,0
32,243,15,25,1,7,0
2,77,831,9,0,5,0
13,253,288,24,0,6,0
2,82,831,16,0,5,0
7,68,831,7,0,5,0
3,55,831,7,0,5,0
6,104,831,25,1,6,0
6,106,831,23,0,5,0
1,193,831,31,0,5,4
3,64,831,9,0,5,0
24,225,1733,33,0,6,2
1,41,831,8,0,5,0
41,248,2053,33,4,9,4
10,122,831,24,2,5,0
4,45,288,35,0,7,0
1,1,831,4,0,4,0
6,104,831,25,1,6,0
1,83,2053,30,1,8,0
3,290,831,54,0,10,0
1,4,1733,10,0,7,0
1,138,1733,21,0,8,0
1,244,15,22,0,8,0
1,45,1733,19,0,8,0
41,223,831,44,0,8,1
1,81,288,18,0,6,0
1,1,831,3,0,3,0
1,19,1147,7,0,5,0
8,58,1147,15,0,6,0
4,44,1147,6,0,5,0
2,22,1147,12,4,6,0
1,19,1147,6,0,5,0
11,79,1147,6,0,5,0
2,26,1147,21,4,7,0
1,19,1147,6,0,5,0
1,3,1147,5,0,5,0
1,41,1147,20,0,8,0
1,39,1147,11,4,6,0
6,91,1147,5,0,5,0
9,68,1147,5,0,5,0
9,83,1147,5,0,5,0
1,1,1147,3,0,3,0
4,53,1147,11,4,6,0
5,68,1147,28,4,8,0
1,18,1147,12,4,6,0
3,39,1147,26,4,8,0
5,50,1147,12,4,6,0
7,71,1147,24,4,8,0
1,3,1147,5,0,5,0
1,19,1147,6,0,5,0
1,19,1147,6,0,5,0
18,136,1147,10,0,7,0
1,1,1147,3,0,3,0
3,66,1147,6,0,5,0
32,265,1147,16,0,7,0
5,31,1147,6,0,5,0
4,55,1147,16,4,6,0
9,82,1147,21,2,7,0
1,17,1147,5,0,5,0
2,62,1147,20,4,7,0
2,46,1147,8,0,6,0
2,49,1147,8,0,6,0
3,48,1147,8,3,6,0
4,72,1147,18,5,7,0
9,65,1147,8,3,6,0
12,99,1147,18,5,7,0
6,57,1147,8,3,6,0
7,82,1147,18,5,7,0
3,42,1147,8,0,6,0
3,36,1147,8,0,6,0
1,1,15,6,0,4,0
20,173,15,29,0,12,0
4,40,15,10,0,6,0
6,23,15,9,0,5,0
6,23,15,11,0,6,0
1,24,15,15,0,7,1
2,44,15,15,0,7,1
1,17,15,12,0,5,0
40,310,15,25,5,9,0
40,253,15,33,6,9,0
1,6,753,3,0,2,0
9,67,15,14,4,7,0
1,22,15,12,0,5,0
25,261,15,20,1,8,0
27,202,15,25,2,8,0
1,14,15,18,0,7,1
6,133,15,19,0,7,0
12,125,15,23,0,7,1
8,116,15,12,1,5,0
2,208,15,23,0,8,0
27,189,15,63,2,11,0
48,247,15,26,0,10,0
1,8,15,13,0,7,0
1,4,15,17,0,8,0
15,106,15,64,0,11,2
1,6,288,17,0,9,0
10,238,15,51,1,9,1
9,151,15,58,7,12,3
11,195,15,45,0,11,0
1,56,15,13,0,7,0
3,50,15,41,0,10,0
1,8,15,17,0,7,0
11,94,15,25,0,8,1
1,32,15,12,0,7,0
1,13,575,6,0,4,0
1,5,15,8,0,5,0
1,8,15,12,0,5,0
55,252,15,21,0,8,1
19,191,15,29,0,11,0
26,168,15,25,0,10,0
1,1,2899,1,0,1,0
1,8,15,11,0,6,0
1,4,15,13,0,7,0
4,30,15,11,1,5,0
1,4,15,13,0,8,0
1,7,15,12,0,6,0
10,64,15,23,0,9,0
1,30,15,17,0,7,0
12,85,15,63,1,9,1
1,26,15,27,0,8,0
1,39,2899,40,0,12,0
1,12,15,20,1,7,0
1,4,15,8,0,5,0
15,152,2899,27,7,8,0
1,30,15,46,0,10,0
39,255,15,48,9,11,0
75,475,15,125,11,11,1
1,5,753,8,0,4,0
1,13,753,5,0,2,0
1,6,15,12,0,6,0
15,76,2899,14,0,6,0
1,8,753,4,0,2,0
7,77,15,16,4,7,0
2,25,753,9,0,3,0
11,155,15,15,0,6,0
20,149,15,24,4,7,0
6,67,15,22,0,10,0
1,1,15,6,0,4,0
1,7,1118,1,0,1,0
44,223,15,17,0,7,6
5,62,791,22,0,6,0
1,1,831,3,0,3,0
5,58,791,8,0,5,0
1,17,831,5,0,3,0
3,61,831,3,0,3,0
3,89,288,15,0,5,2
3,50,288,5,0,2,0
6,66,288,10,0,5,0
3,36,831,4,0,3,0
14,111,791,8,0,3,0
236,1392,2899,33,4,7,9
11,180,791,12,0,5,1
27,248,791,13,0,5,1
1,1,831,4,0,3,0
1,4,831,3,0,3,0
1,35,831,3,0,3,0
4,47,288,8,0,5,1
1,9,831,3,0,3,0
120,629,831,5,0,3,2
1,54,288,11,0,5,0
4,62,288,9,0,5,2
6,47,831,3,0,3,0
17,190,791,17,0,5,0
10,144,791,12,0,5,1
1,53,288,11,0,3,1
7,116,288,12,0,5,0
5,24,288,9,0,5,0
7,48,2899,13,2,5,0
4,70,831,3,0,3,0
3,25,288,9,0,5,0
1,12,831,3,0,3,0
1,6,288,9,0,5,0
6,24,831,4,0,3,0
1,1,831,4,0,3,0
15,98,831,3,0,3,0
2,15,288,9,0,5,0
2,12,831,6,0,4,0
1,1,831,3,0,3,0
3,18,831,14,0,6,0
6,33,831,11,0,5,0
26,124,288,16,2,9,0
1,41,288,18,0,8,2
1,8,288,7,0,7,0
7,67,288,12,2,9,0
1,14,288,22,4,8,1
15,126,288,40,7,10,10
8,63,288,35,4,9,1
1,14,288,21,4,8,2
14,93,288,23,0,9,2
8,49,288,14,3,8,0
1,1,288,4,0,4,0
1,8,1733,19,0,5,1
2,14,288,10,0,7,0
32,233,288,39,3,9,4
1,13,2899,4,1,4,1
1,7,575,2,0,2,0
7,70,288,12,0,8,0
42,215,15,34,4,11,2
4,36,288,19,0,9,0
19,112,15,39,5,9,2
42,252,288,23,1,9,0
22,117,288,26,4,8,2
3,57,288,15,0,7,0
2,81,15,45,1,10,1
1,27,288,12,0,7,0
3,61,288,13,0,7,0
3,51,288,11,0,6,0
2,53,288,18,0,7,0
2,33,288,13,0,6,0
1,51,288,14,0,7,0
1,1,288,4,0,4,0
1,20,288,9,0,6,0
1,29,288,12,0,7,0
1,53,288,37,1,8,0
1,50,288,13,0,7,0
1,35,288,14,0,7,0
1,47,288,14,0,7,0
1,20,288,9,0,6,0
1,67,288,32,1,8,0
1,59,288,20,0,8,0
1,61,288,31,1,8,0
1,56,288,20,0,7,0
1,1,288,4,0,4,0
2,30,288,23,0,8,3
12,187,288,7,0,6,3
12,166,288,102,1,9,0
1,1,288,4,0,4,0
4,81,288,27,5,8,0
1,39,831,12,3,6,0
4,61,288,33,1,8,0
18,137,288,65,3,8,0
5,30,288,12,4,6,0
1,42,288,12,0,7,0
2,72,288,13,0,8,0
2,45,288,7,0,6,0
1,33,288,13,1,7,1
2,70,288,18,0,9,0
2,49,288,15,1,7,1
1,52,288,18,1,7,0
3,57,288,25,1,7,0
2,54,288,24,1,7,3
2,44,288,13,1,7,0
3,65,288,14,0,7,0
1,47,15,17,0,7,0
3,93,15,19,0,7,0
1,29,15,9,0,5,0
1,49,15,14,0,7,0
1,49,15,14,0,7,0
1,28,15,13,0,7,0
2,59,15,18,2,7,0
1,28,15,12,0,7,0
1,28,15,14,0,7,0
2,52,15,16,0,7,0
1,58,15,16,0,7,0
1,39,15,18,0,8,0
1,49,15,14,0,7,0
1,28,15,12,0,7,0
1,28,15,13,0,7,0
1,1,1733,7,0,5,0
3,53,15,14,0,7,0
1,53,1733,12,0,7,0
3,48,1733,13,0,7,0
1,64,1733,13,0,7,0
3,165,1733,17,0,7,0
3,48,1733,12,0,7,0
3,55,1733,13,0,7,0
1,1,1733,7,0,5,0
1,89,1733,13,0,7,1
1,28,1733,12,0,7,0
1,1,1733,7,0,5,0
2,59,1733,8,0,5,0
1,85,1733,14,0,7,1
6,101,1733,18,0,7,1
7,106,1733,20,0,7,0
22,188,1733,8,0,5,0
22,233,1733,51,2,9,1
5,30,1733,16,0,7,0
14,111,15,8,1,5,0
1,27,15,14,0,7,0
1,1,15,6,0,5,0
5,65,15,5,0,5,1
2,15,15,11,0,7,0
3,21,15,12,0,7,0
12,135,15,23,0,7,1
1,33,15,21,0,7,0
1,12,15,5,0,5,0
36,334,15,13,1,5,1
14,101,15,6,0,5,0
1,90,15,14,0,7,0
14,67,831,14,0,7,0
6,89,831,10,0,8,0
7,28,831,11,0,8,1
7,28,831,9,0,6,1
9,46,831,8,0,7,0
17,76,831,9,0,7,0
7,28,831,13,0,8,1
1,40,831,8,0,7,0
5,22,831,12,0,8,0
14,72,831,16,0,9,1
9,34,831,12,0,8,1
7,28,831,13,0,8,1
12,43,831,12,0,8,1
5,22,831,3,0,3,0
1,6,831,8,0,7,0
1,1,831,4,0,4,0
9,34,831,12,0,8,1
12,44,15,5,0,5,1
8,31,831,13,0,8,1
1,6,831,8,0,7,0
7,28,831,12,0,8,1
1,15,831,8,0,7,0
1,11,288,7,0,4,0
1,1,288,4,0,3,0
1,13,288,5,0,3,0
1,8,575,5,0,4,0
1,11,288,17,0,7,0
1,7,288,12,0,6,0
1,1,288,4,0,3,0
1,9,288,11,0,6,0
1,9,288,7,0,5,0
1,3,575,5,0,4,0
1,15,288,11,0,7,0
1,15,288,9,0,6,0
1,9,288,9,0,6,0
1,11,2899,12,0,5,0
1,18,1733,11,0,6,0
12,119,288,13,0,4,0
1,24,575,13,0,4,0
14,142,1147,77,0,10,0
1,21,2053,21,0,5,0
53,378,2053,90,2,9,2
2,27,288,20,0,6,0
57,326,2053,14,0,4,1
1,4,831,5,0,4,0
42,367,15,35,1,9,7
103,664,1147,103,4,8,7
2,20,288,15,0,6,0
2,24,288,15,0,6,0
1,49,288,13,0,7,0
2,49,288,8,0,4,0
105,811,288,146,5,11,4
32,416,288,136,4,12,2
1,12,1147,18,0,6,0
1,34,288,3,0,3,1
21,308,2899,150,0,9,2
3,62,288,7,0,4,0
14,163,288,86,0,11,0
6,63,288,9,0,5,0
1,47,288,8,0,5,0
1,68,288,6,0,4,0
1,49,288,7,0,4,0
63,467,15,121,10,11,7
1,35,288,53,0,10,0
6,88,288,73,0,9,3
9,78,288,12,2,6,0
31,213,15,141,0,12,0
9,50,288,17,0,7,0
6,45,288,22,0,7,0
1,39,288,3,0,3,1
60,361,1147,84,2,9,0
2,78,15,44,1,11,1
1,1,831,3,0,3,0
1,49,831,9,0,6,0
1,67,288,34,1,9,0
1,35,831,17,0,8,0
3,58,288,18,3,6,0
4,59,288,7,2,6,0
1,4,288,7,0,7,0
1,1,288,4,0,4,0
3,50,288,10,1,7,0
3,79,288,12,0,6,0
2,46,288,10,0,6,0
7,81,288,13,3,7,0
3,50,288,10,1,7,0
6,85,288,16,0,7,0
1,23,288,12,0,6,0
2,15,288,10,0,6,0
12,152,288,39,2,10,2
59,351,15,52,3,10,5
1,9,288,7,0,7,0
41,350,288,40,2,8,3
1,10,831,10,1,5,0
24,186,288,24,0,7,5
4,24,288,13,0,8,3
13,180,15,21,0,7,0
10,104,15,20,0,8,0
6,70,288,11,0,7,0
13,107,15,24,2,9,0
1,4,288,7,0,3,0
1,10,288,24,0,7,0
1,45,288,11,0,6,0
1,1,15,5,0,4,0
4,42,15,21,0,9,3
2,26,288,9,0,7,3
17,126,15,29,0,7,1
1,4,288,6,0,6,0
1,6,2053,6,0,2,0
1,10,288,12,0,8,0
1,11,288,19,0,9,1
1,1,1147,4,0,3,0
10,85,15,32,0,11,0
1,5,288,14,0,8,0
1,4,1733,6,0,3,0
52,309,1147,82,8,10,3
8,43,1147,18,0,6,0
1,1,2899,2,0,2,0
19,140,2899,3,0,2,0
2,24,2899,2,0,2,0
12,106,2899,3,0,2,1
1,63,288,24,0,8,0
1,18,8,16,0,9,0
1,19,8,9,0,5,0
1,19,8,9,0,5,0
1,44,8,18,0,7,0
10,57,8,4,0,4,0
1,51,288,27,0,10,0
1,33,8,21,0,9,0
3,32,8,20,0,9,0
1,19,8,9,0,5,0
1,18,8,16,0,9,0
1,1,8,4,0,4,0
1,48,288,18,0,8,0
1,18,8,16,0,9,0
1,35,8,4,0,4,0
1,44,2053,7,0,4,0
1,35,2053,7,0,4,0
2,27,2053,7,0,4,0
2,26,2053,7,0,4,0
1,40,2053,7,0,4,0
1,23,8,4,0,4,0
1,49,2053,7,0,4,0
4,60,2053,7,0,4,0
1,48,2053,7,0,4,0
1,43,2053,7,0,4,0
2,27,2053,7,0,4,0
1,44,2053,7,0,4,0
1,24,2053,7,0,4,0
1,1,8,4,0,4,0
1,35,2053,7,0,4,0
1,39,2053,7,0,4,0
1,54,288,18,0,8,0
1,19,8,7,0,5,0
1,19,8,7,0,5,0
1,40,8,12,0,7,0
11,57,8,4,0,4,0
1,40,8,12,0,7,0
1,40,8,12,0,7,0
1,19,8,7,0,5,0
1,19,8,7,0,5,0
1,18,8,7,0,5,0
1,18,8,7,0,5,0
1,57,288,18,0,8,0
1,1,8,4,0,4,0
1,47,288,18,0,8,0
1,19,8,7,0,5,0
3,45,8,4,0,4,0
2,31,2053,7,0,4,2
2,30,2053,7,0,4,0
1,47,2053,7,0,4,0
1,23,2053,7,0,4,0
1,50,2053,7,0,4,0
4,61,2053,7,0,4,0
1,54,2053,7,0,4,0
1,40,2053,7,0,4,0
2,31,2053,7,0,4,0
1,45,2053,7,0,4,0
1,23,2053,7,0,4,0
1,25,2053,7,0,4,0
1,1,8,4,0,4,0
1,46,2053,7,0,4,0
1,36,2053,7,0,4,0
1,44,2053,7,0,4,0
1,57,8,22,0,9,0
5,42,8,4,0,4,0
1,53,8,22,0,9,0
1,55,8,23,0,9,0
1,1,8,4,0,4,0
1,58,8,21,0,9,0
1,41,288,12,0,7,0
2,28,8,4,0,4,0
1,25,8,4,0,4,0
1,48,8,4,0,4,0
8,60,8,4,0,4,0
1,41,8,4,0,4,0
1,29,8,4,0,4,0
1,1,8,4,0,4,0
1,47,8,4,0,4,0
1,54,288,41,0,9,0
1,66,831,32,0,8,0
1,62,831,31,0,8,0
1,78,288,9,0,6,0
1,74,288,6,0,4,0
1,61,288,24,0,7,0
1,59,288,24,0,7,0
1,36,831,31,0,8,0
9,53,288,12,0,7,0
1,31,831,27,0,8,1
1,1,831,3,0,3,0
1,78,288,9,0,6,0
1,34,831,28,0,8,0
1,48,2053,6,0,3,0
8,97,2053,19,0,7,2
3,97,2053,15,0,6,0
4,52,831,4,0,3,0
1,44,2053,6,0,3,0
2,70,2053,6,0,3,0
1,21,2053,6,0,3,0
1,21,2053,6,0,3,0
2,28,2053,6,0,3,0
1,37,2053,6,0,3,0
4,55,2053,14,0,6,0
8,74,2053,6,0,3,0
1,1,831,3,0,3,0
1,16,2053,6,0,3,0
2,38,2053,6,0,3,0
2,47,2053,7,0,3,0
5,98,1147,10,0,5,2
1,40,831,20,0,8,0
1,26,831,21,0,8,0
1,25,831,19,0,8,0
1,25,831,18,0,8,0
1,1,831,3,0,3,0
1,25,831,18,0,8,0
1,25,831,18,0,8,0
7,48,831,3,0,3,0
1,45,288,27,0,9,0
1,26,831,4,0,3,0
2,53,288,11,0,5,0
1,22,831,3,0,3,0
1,26,831,3,0,3,0
1,25,831,3,0,3,0
1,33,831,3,0,3,0
1,25,831,3,0,3,0
1,33,831,3,0,3,0
1,1,831,3,0,3,0
1,25,831,3,0,3,0
1,33,831,3,0,3,0
1,25,831,3,0,3,0
1,45,831,3,0,3,0
1,20,831,3,0,3,0
1,24,831,3,0,3,0
1,64,831,3,0,3,0
1,37,831,3,0,3,0
4,56,831,3,0,3,0
31,255,15,15,0,5,0
1,9,15,10,0,5,0
1,12,15,11,0,5,0
1,1,831,7,0,5,0
1,14,831,7,0,5,0
1,6,831,7,0,5,0
3,65,831,13,0,6,0
3,65,831,13,0,6,0
16,191,831,20,0,6,0
1,1,831,4,0,4,0
3,62,831,7,0,5,0
3,70,831,10,0,5,0
1,38,831,8,0,5,0
1,35,831,8,0,5,0
1,1,831,4,0,4,0
1,43,831,8,0,5,0
2,51,831,10,0,5,0
1,47,831,7,0,5,0
3,46,2053,12,2,5,0
1,29,831,7,0,5,0
7,90,831,9,0,5,0
5,60,831,6,0,5,0
4,111,831,14,0,5,0
2,50,831,7,0,5,0
1,1,831,4,0,4,0
6,70,831,11,0,5,0
1,47,831,6,0,5,0
2,52,831,8,0,5,0
3,49,831,7,0,5,0
8,75,831,19,0,6,0
3,71,831,20,0,6,0
3,67,831,18,0,6,0
3,61,831,8,0,5,0
8,93,831,12,0,5,1
5,77,2899,22,0,8,4
1,24,831,9,0,5,0
9,82,831,23,0,5,0
48,343,2053,46,2,9,8
1,69,831,10,0,5,0
6,61,831,16,0,5,0
4,77,831,11,0,5,2
4,26,831,8,0,5,0
34,247,831,38,0,5,2
9,38,2899,19,0,8,0
5,27,831,7,0,5,0
1,1,831,4,0,4,0
1,13,831,8,0,5,0
12,94,831,18,0,5,2
13,124,831,28,0,5,4
1,54,831,11,0,5,0
2,83,15,30,0,11,1
1,28,1147,9,0,6,0
3,50,1147,8,0,5,0
1,19,1147,6,0,5,0
3,35,1147,6,0,5,0
4,38,1147,6,0,5,0
4,39,1147,6,0,5,0
1,36,1147,11,0,6,0
1,43,1147,11,0,6,0
1,31,1147,8,0,5,0
1,46,1147,14,0,7,0
1,35,1147,22,0,8,0
1,46,1147,14,0,7,0
1,1,1147,3,0,3,0
3,52,1147,6,0,5,0
1,50,1147,23,0,9,0
4,56,1147,22,0,9,0
1,30,1147,13,0,6,0
1,46,1147,19,0,8,0
2,26,1147,6,0,5,0
4,52,1147,18,0,6,0
1,47,1147,17,0,7,0
4,64,1147,8,2,4,0
1,52,1147,26,2,7,0
1,40,1147,24,0,8,0
1,17,1147,13,0,6,0
1,32,1147,14,0,6,0
5,42,1147,6,0,5,0
5,55,15,20,0,9,0
5,57,15,11,0,7,0
1,1,15,6,0,4,0
4,57,831,30,0,7,0
5,115,831,13,1,6,5
1,10,2899,3,0,2,0
1,53,288,12,0,4,0
3,320,288,43,0,9,0
8,168,831,15,0,5,0
4,64,831,50,0,8,0
14,166,831,32,0,9,0
13,194,791,15,0,5,0
8,238,288,53,2,8,0
4,50,288,17,0,7,0
21,284,831,39,2,9,0
30,218,1147,44,0,10,0
13,213,1733,61,5,12,0
8,203,831,43,0,7,0
8,136,831,30,0,6,0
1,131,288,23,0,7,0
1,20,2053,5,0,3,0
1,30,2053,20,0,6,0
1,50,2053,16,0,6,0
1,72,2053,18,0,6,0
3,53,2053,17,0,6,0
1,116,2053,21,0,7,0
1,9,831,3,0,3,0
1,6,831,3,0,3,0
7,24,831,3,0,3,0
1,24,2053,19,0,6,0
1,27,2053,16,0,6,0
1,36,2053,4,0,4,0
1,34,2053,19,0,6,0
2,323,15,88,3,14,0
8,215,831,16,0,5,0
1,44,791,111,11,8,0
56,1209,831,61,5,7,0
1,37,831,11,0,4,0
1,69,288,10,0,5,0
7,48,831,25,0,8,0
2,140,831,6,0,4,0
1,29,831,8,0,3,0
2,96,831,15,0,6,0
45,425,288,74,0,10,0
51,1234,831,23,3,7,0
32,902,831,101,16,12,0
48,682,831,141,5,12,0
4,85,831,23,5,6,0
8,132,2053,18,0,6,0
6,245,288,36,7,9,0
9,268,831,35,1,8,0
1,31,831,12,0,6,0
21,299,2053,25,0,7,0
1,61,831,3,0,3,0
16,226,831,31,5,8,0
2,64,288,7,0,5,0
26,936,1147,130,12,14,0
5,56,831,19,0,7,0
4,118,831,16,0,6,0
8,126,15,67,1,9,0
17,215,831,13,1,3,0
1,43,831,6,0,2,0
1,27,1733,5,0,4,0
7,163,831,8,0,3,0
19,304,288,12,0,4,0
5,139,288,9,0,5,0
46,714,791,25,0,4,0
5,119,2053,4,0,2,0
7,29,2899,2,0,2,0
2,208,288,6,0,4,0
8,269,831,16,4,5,0
4,355,831,7,0,4,0
3,153,831,16,5,5,0
24,216,288,42,1,9,0
3,81,2053,16,0,6,0
9,141,831,11,0,4,0
37,329,831,14,0,3,0
3,75,288,9,0,5,0
6,243,831,27,0,7,0
6,102,288,33,0,9,0
3,93,831,4,0,4,0
3,140,2053,28,0,8,0
11,109,2053,2,0,2,0
13,110,831,12,2,4,0
4,272,831,81,5,13,0
22,228,831,18,1,7,2
1,39,2053,5,0,2,0
23,339,831,58,1,8,0
39,386,831,42,0,7,0
25,163,831,14,0,6,0
4,252,2053,19,0,6,0
3,56,288,9,1,4,0
16,128,791,16,0,6,0
12,251,831,28,2,7,0
13,398,831,23,0,6,0
19,246,1147,85,5,10,0
78,843,15,70,1,11,0
8,102,2053,6,0,4,0
1,101,831,5,0,3,0
7,185,288,46,1,7,0
22,191,288,23,0,6,0
14,165,288,10,0,5,0
33,483,1733,60,0,7,0
5,131,2899,29,3,8,0
6,140,831,14,2,4,0
1,33,2053,5,0,2,0
18,421,2899,54,0,9,0
6,77,288,14,0,6,0
1,4,831,9,1,4,0
4,68,831,11,0,4,0
1,18,2053,5,0,3,0
35,272,1147,117,14,11,0
1,13,791,9,0,7,0
12,116,831,29,2,7,0
26,258,831,41,2,7,0
9,106,1147,10,0,6,3
16,206,2053,5,0,3,0
1,77,2053,11,0,5,0
11,252,288,47,0,9,0
1,132,2053,6,0,2,0
1,59,831,3,0,3,0
5,278,831,13,0,4,0
4,121,831,34,0,7,0
1,16,429,3,0,3,0
2,82,429,5,0,3,0
1,9,429,3,0,3,0
15,297,288,17,0,7,0
8,76,288,19,0,8,0
11,547,288,109,1,8,0
2,17,831,3,0,3,0
10,109,831,2,0,2,0
8,116,288,9,0,6,0
1,106,2053,10,0,5,0
8,123,288,38,4,9,0
1,63,831,6,4,3,0
101,1925,831,212,27,14,0
9,94,2899,15,0,7,0
1,73,1147,3,0,2,0
19,295,288,8,3,5,0
19,296,288,6,4,5,0
37,407,831,12,4,7,0
43,614,288,30,1,8,0
66,762,831,4,0,3,0
21,210,288,11,0,7,0
1,83,2053,17,0,6,0
1,39,791,15,0,5,0
1,86,831,38,0,8,0
91,792,2899,67,11,12,0
45,259,831,32,0,8,0
1,25,831,5,2,2,0
8,164,2899,22,9,7,0
1,121,831,12,0,4,0
17,271,288,15,0,6,0
6,44,791,6,0,5,0
60,417,791,10,0,5,0
3,77,2899,4,2,1,0
2,80,2053,3,0,2,0
1,77,831,19,1,7,0
6,76,2053,17,0,6,0
23,317,2053,32,0,6,0
6,91,288,9,0,5,0
1,9,575,5,0,4,0
1,3,288,6,0,4,0
1,3,2053,2,0,2,0
1,3,2053,1,0,1,0
1,8,288,12,0,5,0
1,3,288,6,0,4,0
5,76,791,5,0,5,0
4,27,2053,24,1,7,0
7,52,1733,35,1,7,0
1,8,1733,20,0,8,0
3,63,2053,20,1,7,0
5,54,2053,19,1,7,0
2,28,1733,25,0,9,0
2,17,1733,19,1,8,0
44,194,1733,52,0,8,2
1,193,2053,18,0,7,0
4,58,2899,12,0,5,0
4,53,1733,6,0,5,0
1,33,1733,3,0,3,0
1,51,1733,3,0,3,0
5,33,1733,10,0,5,0
1,18,2053,6,0,5,0
11,37,753,5,0,3,0
8,93,1733,10,0,6,0
1,24,1733,3,0,3,0
1,30,1733,3,0,3,0
1,41,2899,6,0,4,0
1,33,1733,3,0,3,0
20,130,831,14,0,5,3
4,39,1733,14,0,6,0
11,69,8,29,1,9,0
4,35,1733,6,0,5,0
14,86,2899,13,0,6,0
1,9,1733,3,0,3,0
2,43,1733,9,0,6,0
1,38,2053,6,0,5,0
51,223,831,20,0,7,1
1,38,2053,9,0,6,0
7,49,831,12,4,5,1
10,62,2053,6,0,5,0
5,43,1733,3,0,3,0
2,60,1733,3,0,3,0
1,27,1733,3,0,3,0
1,50,1733,3,0,3,0
1,64,1733,3,0,3,0
6,43,2053,6,0,5,0
6,43,2053,6,0,5,0
1,10,1733,3,0,3,1
1,10,1733,3,0,3,0
1,12,1733,3,0,3,0
7,88,2899,2,0,2,0
4,36,2899,4,0,2,0
5,89,2899,2,0,2,0
4,36,2899,4,0,2,0
1,1,2899,2,0,2,0
1,96,288,48,1,12,0
15,199,51,14,4,5,0
2,41,288,26,4,6,0
4,78,288,34,4,8,0
5,81,288,32,0,8,0
